WS9 9RF,52.630949,-1.919258,173,2,1,01/01/2013,1,05/01/2013 00:00,7,3,12TMAI1,12TMAI1 - Transf Mains Sewer Blockage,405562,303691
,,,,,,,,,,,,,,
B8 2UG,52.48914,-1.824571,105,2,1,01/01/2013,1,06/01/2013 00:00,6,1,2BLOT1,2BLOT1 - Sewer Blockage Restricted Toilet Use,412009,287928
,,,,,,,,,,,,,,
B90 4SZ,52.389003,-1.792773,135,2,1,01/01/2013,1,06/01/2013 00:00,7,3,12TBLT1,12TBLT1 - Transf Blockage Restricting Toilet Use,414200,276795
,,,,,,,,,,,,,,
B73 6RR,52.555137,-1.867981,143,2,1,01/01/2013,1,07/01/2013 00:00,7,1,2EXFH1,2EXFH1 - External Flooding Highway/Footpath,409048,295263
,,,,,,,,,,,,,,
B10 0UT,52.467592,-1.851623,129,2,1,01/01/2013,1,05/01/2013 00:00,6,3,2BLOC1,2BLOC1 - Sewer Blockage,410177,285527
,,,,,,,,,,,,,,
B20 2EH,52.514558,-1.918513,122,2,1,01/01/2013,1,07/01/2013 00:00,7,3,12TGUL1,12TGUL1 - Transf Sink Gully Blockage,405627,290744
,,,,,,,,,,,,,,
B21 0TA,52.498926,-1.936085,127,2,1,01/01/2013,1,05/01/2013 00:00,7,1,2MRBL1,2MRBL1 - Mains Sewer Repeat Blockage,404436,289004
,,,,,,,,,,,,,,
WV1 2RF,52.585486,-2.105989,147,2,2,01/01/2013,1,06/01/2013 00:00,6,1,2BLOT1,2BLOT1 - Sewer Blockage Restricted Toilet Use,392916,298636
,,,,,,,,,,,,,,
WV2 2DQ,52.569566,-2.115127,154,2,2,01/01/2013,1,07/01/2013 00:00,10,1,12TEFL1,12TEFL1 - Transf External Flooding Prop Boundary,392294,296866
,,,,,,,,,,,,,,
WS2 8AZ,52.595017,-1.983024,134,2,1,01/01/2013,1,07/01/2013 00:00,6,1,2BLOC1,2BLOC1 - Sewer Blockage,401247,299691
,,,,,,,,,,,,,,
